STT,Mã ISIN,Mã chứng khoán,Tên tổ chức đăng ký
1534,VN0CVIC19029,CVIC1902,Công ty Cổ phần Chứng khoán SSI
1535,VN0CVIC19037,CVIC1903,Công ty Cổ phần Chứng khoán KIS Việt Nam
1536,VN0CVIC20019,CVIC2001,Công ty Cổ phần Chứng khoán KIS Việt Nam
1537,VN0CVIC20027,CVIC2002,Công ty Cổ phần Chứng khoán KIS Việt Nam
1538,VN0CVIC20035,CVIC2003,Công ty Cổ phần Chứng khoán KIS Việt Nam
1539,VN0CVIC20043,CVIC2004,Công ty Cổ phần Chứng khoán KIS Việt Nam
1540,VN0CVIC20050,CVIC2005,Công ty Cổ phần Chứng khoán KIS Việt Nam
1541,VN0CVIC20068,CVIC2006,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1542,VN0CVIC20076,CVIC2007,Công ty Cổ phần Chứng khoán KIS Việt Nam
1543,VN0CVIC21017,CVIC2101,Công ty Cổ phần Chứng khoán KIS Việt Nam
1544,VN0CVIC21025,CVIC2102,Công ty cổ phần Chứng khoán MB
1545,VN0CVIC21033,CVIC2103,Công ty Cổ phần Chứng khoán KIS Việt Nam
1546,VN0CVIC21041,CVIC2104,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1547,VN0CVIC21058,CVIC2105,Công ty Cổ phần Chứng khoán SSI
1548,VN0CVIC21066,CVIC2106,Công ty Cổ phần Chứng khoán KIS Việt Nam
1549,VN0CVIC21074,CVIC2107,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1550,VN0CVIC21082,CVIC2108,Công ty Cổ phần Chứng khoán KIS Việt Nam
1551,VN0CVIC21090,CVIC2109,Công ty cổ phần Chứng khoán Bản Việt
1552,VN0CVIC21108,CVIC2110,Công ty cổ phần Chứng khoán MB
1553,VN0CVIC22015,CVIC2201,Công ty Cổ phần Chứng khoán KIS Việt Nam
1554,VN0CVIC22023,CVIC2202,Công ty Cổ phần Chứng khoán KIS Việt Nam
1555,VN0CVIC22031,CVIC2203,Công ty TNHH Chứng khoán ACB
1556,VN0CVIC22049,CVIC2204,Công ty Cổ phần Chứng khoán KIS Việt Nam
1557,VN0CVIC22056,CVIC2205,Công ty Cổ phần Chứng khoán KIS Việt Nam
1558,VN0CVIC22064,CVIC2206,Công ty cổ phần Chứng khoán MB
1559,VN0CVJC19019,CVJC1901,Công ty Cổ phần Chứng khoán KIS Việt Nam
1560,VN0CVJC19027,CVJC1902,Công ty Cổ phần Chứng khoán SSI
1561,VN0CVJC20017,CVJC2001,Công ty Cổ phần Chứng khoán KIS Việt Nam
1562,VN0CVJC20025,CVJC2002,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1563,VN0CVJC20033,CVJC2003,Công ty Cổ phần Chứng khoán KIS Việt Nam
1564,VN0CVJC20041,CVJC2004,Công ty Cổ phần Chứng khoán KIS Việt Nam
1565,VN0CVJC20058,CVJC2005,Công ty Cổ phần Chứng khoán SSI
1566,VN0CVJC20066,CVJC2006,Công ty Cổ phần Chứng khoán KIS Việt Nam
1567,VN0CVJC21015,CVJC2101,Công ty Cổ phần Chứng khoán SSI
1568,VN0CVJC21023,CVJC2102,Công ty Cổ phần Chứng khoán KIS Việt Nam
1569,VN0CVJC21031,CVJC2103,Công ty Cổ phần Chứng khoán KIS Việt Nam
1570,VN0CVJC22013,CVJC2201,Công ty Cổ phần Chứng khoán KIS Việt Nam
1571,VN0CVJC22021,CVJC2202,Công ty Cổ phần Chứng khoán KIS Việt Nam
1572,VN000000CVN9,CVN,Công ty cổ phần Vinam
1573,VN0CVNM19010,CVNM1901,Công ty Cổ phần Chứng khoán KIS Việt Nam
1574,VN0CVNM19028,CVNM1902,Công ty Cổ phần Chứng khoán KIS Việt Nam
1575,VN0CVNM19036,CVNM1903,Công ty Cổ phần Chứng khoán SSI
1576,VN0CVNM19044,CVNM1904,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1577,VN0CVNM19051,CVNM1905,Công ty cổ phần Chứng khoán MB
1578,VN0CVNM19069,CVNM1906,Công ty cổ phần Chứng khoán VnDirect
1579,VN0CVNM20018,CVNM2001,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1580,VN0CVNM20026,CVNM2002,Công ty Cổ phần Chứng khoán KIS Việt Nam
1581,VN0CVNM20034,CVNM2003,Công ty cổ phần Chứng khoán MB
1582,VN0CVNM20042,CVNM2004,Công ty Cổ phần Chứng khoán SSI
1583,VN0CVNM20059,CVNM2005,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1584,VN0CVNM20067,CVNM2006,Công ty Cổ phần Chứng khoán KIS Việt Nam
1585,VN0CVNM20075,CVNM2007,Công ty Cổ phần Chứng khoán KIS Việt Nam
1586,VN0CVNM20083,CVNM2008,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1587,VN0CVNM20091,CVNM2009,Công ty cổ phần Chứng khoán MB
1588,VN0CVNM20109,CVNM2010,Công ty Cổ phần Chứng khoán SSI
1589,VN0CVNM20117,CVNM2011,Công ty Cổ phần Chứng khoán KIS Việt Nam
1590,VN0CVNM20125,CVNM2012,Công ty cổ phần Chứng khoán VnDirect
1591,VN0CVNM20133,CVNM2013,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1592,VN0CVNM20141,CVNM2014,Công ty cổ phần Chứng khoán Bản Việt
1593,VN0CVNM20158,CVNM2015,Công ty cổ phần Chứng khoán MB
1594,VN0CVNM20166,CVNM2016,Công ty Cổ phần Chứng khoán KIS Việt Nam
1595,VN0CVNM21016,CVNM2101,Công ty Cổ phần Chứng khoán KIS Việt Nam
1596,VN0CVNM21024,CVNM2102,Công ty cổ phần Chứng khoán VnDirect
1597,VN0CVNM21032,CVNM2103,Công ty cổ phần Chứng khoán MB
1598,VN0CVNM21040,CVNM2104,Công ty cổ phần Chứng khoán MB
1599,VN0CVNM21057,CVNM2105,Công ty Cổ phần Chứng khoán KIS Việt Nam
1600,VN0CVNM21065,CVNM2106,Công ty cổ phần Chứng khoán Bản Việt
1601,VN0CVNM21073,CVNM2107,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1602,VN0CVNM21081,CVNM2108,Công ty TNHH Chứng khoán ACB
1603,VN0CVNM21099,CVNM2109,Công ty Cổ phần Chứng khoán SSI
1604,VN0CVNM21107,CVNM2110,Công ty cổ phần Chứng khoán MB
1605,VN0CVNM21115,CVNM2111,Công ty Cổ phần Chứng khoán KIS Việt Nam
1606,VN0CVNM21123,CVNM2112,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1607,VN0CVNM21131,CVNM2113,Công ty Cổ phần Chứng khoán KIS Việt Nam
1608,VN0CVNM21149,CVNM2114,Công ty cổ phần Chứng khoán Bản Việt
1609,VN0CVNM22014,CVNM2201,Công ty Cổ phần Chứng khoán KIS Việt Nam
1610,VN0CVNM22022,CVNM2202,Công ty cổ phần Chứng khoán MB
1611,VN0CVNM22030,CVNM2203,Công ty Cổ phần Chứng khoán KIS Việt Nam
1612,VN0CVNM22048,CVNM2204,Công ty TNHH Chứng khoán ACB
1613,VN0CVNM22055,CVNM2205,Công ty Cổ phần Chứng khoán KIS Việt Nam
1614,VN0CVNM22063,CVNM2206,Công ty cổ phần Chứng khoán MB
1615,VN000000CVP4,CVP,Công ty cổ phần Cảng Cửa Việt
1616,VN0CVPB19018,CVPB1901,Công ty cổ phần Chứng khoán VnDirect
1617,VN0CVPB20016,CVPB2001,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1618,VN0CVPB20024,CVPB2002,Công ty cổ phần Chứng khoán VPS
1619,VN0CVPB20032,CVPB2003,Công ty cổ phần Chứng khoán Bản Việt
1620,VN0CVPB20040,CVPB2004,Công ty Cổ phần Chứng khoán SSI
1621,VN0CVPB20057,CVPB2005,Công ty cổ phần Chứng khoán MB
1622,VN0CVPB20065,CVPB2006,Công ty Cổ phần Chứng khoán SSI
1623,VN0CVPB20073,CVPB2007,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1624,VN0CVPB20081,CVPB2008,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1625,VN0CVPB20099,CVPB2009,Công ty cổ phần Chứng khoán MB
1626,VN0CVPB20107,CVPB2010,Công ty cổ phần Chứng khoán VnDirect
1627,VN0CVPB20115,CVPB2011,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1628,VN0CVPB20123,CVPB2012,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1629,VN0CVPB20131,CVPB2013,Công ty cổ phần Chứng khoán Bản Việt
1630,VN0CVPB20149,CVPB2014,Công ty cổ phần Chứng khoán MB
1631,VN0CVPB20156,CVPB2015,Công ty Cổ phần Chứng khoán SSI
1632,VN0CVPB20164,CVPB2016,Công ty Cổ phần Chứng khoán SSI
1633,VN0CVPB20172,CVPB2017,Công ty Cổ phần Chứng khoán KIS Việt Nam
1634,VN0CVPB21014,CVPB2101,Công ty cổ phần Chứng khoán VnDirect
1635,VN0CVPB21022,CVPB2102,Công ty cổ phần Chứng khoán MB
1636,VN0CVPB21030,CVPB2103,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1637,VN0CVPB21048,CVPB2104,Công ty cổ phần Chứng khoán MB
1638,VN0CVPB21055,CVPB2105,Công ty Cổ phần Chứng khoán KIS Việt Nam
1639,VN0CVPB21063,CVPB2106,Công ty Cổ phần Chứng khoán SSI
1640,VN0CVPB21071,CVPB2107,Công ty cổ phần Chứng khoán Bản Việt
1641,VN0CVPB21089,CVPB2108,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1642,VN0CVPB21097,CVPB2109,Công ty cổ phần Chứng khoán VnDirect
1643,VN0CVPB21105,CVPB2110,Công ty cổ phần Chứng khoán Ngân hàng Đầu tư và phát triển Việt Nam
1644,VN0CVPB21113,CVPB2111,Công ty cổ phần Chứng khoán MB
1645,VN0CVPB22012,CVPB2201,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1646,VN0CVPB22020,CVPB2202,Công ty cổ phần Chứng khoán VnDirect
1647,VN0CVPB22038,CVPB2203,Công ty Cổ phần Chứng khoán KIS Việt Nam
1648,VN0CVPB22046,CVPB2204,Công ty Cổ phần Chứng khoán KIS Việt Nam
1649,VN0CVPB22053,CVPB2205,Công ty cổ phần Chứng khoán MB
1650,VN0CVPB22061,CVPB2206,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1651,VN0CVRE19018,CVRE1901,Công ty Cổ phần Chứng khoán KIS Việt Nam
1652,VN0CVRE19026,CVRE1902,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1653,VN0CVRE19034,CVRE1903,Công ty Cổ phần Chứng khoán KIS Việt Nam
1654,VN0CVRE19042,CVRE1904,Công ty cổ phần Chứng khoán MB
1655,VN0CVRE20016,CVRE2001,Công ty Cổ phần Chứng khoán KIS Việt Nam
1656,VN0CVRE20024,CVRE2002,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1657,VN0CVRE20032,CVRE2003,Công ty Cổ phần Chứng khoán KIS Việt Nam
1658,VN0CVRE20040,CVRE2004,Công ty Cổ phần Chứng khoán KIS Việt Nam
1659,VN0CVRE20057,CVRE2005,Công ty Cổ phần Chứng khoán SSI
1660,VN0CVRE20065,CVRE2006,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1661,VN0CVRE20073,CVRE2007,Công ty Cổ phần Chứng khoán KIS Việt Nam
1662,VN0CVRE20081,CVRE2008,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1663,VN0CVRE20099,CVRE2009,Công ty Cổ phần Chứng khoán KIS Việt Nam
1664,VN0CVRE20107,CVRE2010,Công ty Cổ phần Chứng khoán KIS Việt Nam
1665,VN0CVRE20115,CVRE2011,Công ty Cổ phần Chứng khoán KIS Việt Nam
1666,VN0CVRE20123,CVRE2012,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1667,VN0CVRE20131,CVRE2013,Công ty Cổ phần Chứng khoán SSI
1668,VN0CVRE20149,CVRE2014,Công ty Cổ phần Chứng khoán SSI
1669,VN0CVRE20156,CVRE2015,Công ty cổ phần Chứng khoán MB
1670,VN0CVRE21014,CVRE2101,Công ty Cổ phần Chứng khoán KIS Việt Nam
1671,VN0CVRE21022,CVRE2102,Công ty cổ phần Chứng khoán VnDirect
1672,VN0CVRE21030,CVRE2103,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1673,VN0CVRE21048,CVRE2104,Công ty cổ phần Chứng khoán MB
1674,VN0CVRE21055,CVRE2105,Công ty TNHH Chứng khoán ACB
1675,VN0CVRE21063,CVRE2106,Công ty Cổ phần Chứng khoán SSI
1676,VN0CVRE21071,CVRE2107,Công ty Cổ phần Chứng khoán KIS Việt Nam
1677,VN0CVRE21089,CVRE2108,Công ty cổ phần Chứng khoán MB
1678,VN0CVRE21097,CVRE2109,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1679,VN0CVRE21105,CVRE2110,Công ty Cổ phần Chứng khoán KIS Việt Nam
1680,VN0CVRE21113,CVRE2111,Công ty cổ phần Chứng khoán VnDirect
1681,VN0CVRE21121,CVRE2112,Công ty Cổ phần Chứng khoán SSI
1682,VN0CVRE21139,CVRE2113,Công ty Cổ phần Chứng khoán KIS Việt Nam
1683,VN0CVRE21147,CVRE2114,Công ty cổ phần Chứng khoán Bản Việt
1684,VN0CVRE22012,CVRE2201,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1685,VN0CVRE22020,CVRE2202,Công ty cổ phần Chứng khoán MB
1686,VN0CVRE22038,CVRE2203,Công ty Cổ phần Chứng khoán KIS Việt Nam
1687,VN0CVRE22046,CVRE2204,Công ty TNHH Chứng khoán ACB
1688,VN0CVRE22053,CVRE2205,Công ty Cổ phần Chứng khoán KIS Việt Nam
1689,VN0CVRE22061,CVRE2206,Công ty Cổ phần Chứng khoán KIS Việt Nam
1690,VN0CVRE22079,CVRE2207,Công ty Cổ phần Chứng khoán KIS Việt Nam
1691,VN0CVRE22087,CVRE2208,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1692,VN000000CVT6,CVT,Công ty cổ phần CMC
1693,VNCVT1220074,CVT122007,Công ty cổ phần CMC
1694,VNCVT1220082,CVT122008,Công ty cổ phần CMC
1695,VNCVT1220090,CVT122009,Công ty cổ phần CMC
1696,VN000000CX86,CX8,Công ty cổ phần Đầu tư và Xây lắp Constrexim số 8
1697,VN000000CXC8,CXC,Công ty cổ phần Cầu Xây
1698,VN000000CXH7,CXH,Công ty cổ phần xe khách Hà Nội
1699,VN000000CYC6,CYC,CTCP Gạch Men Chang Yih
1700,VN000000CZC3,CZC,Công ty cổ phần Than Miền Trung
1701,VN000000D117,D11,Công ty cổ phần Địa ốc 11
1702,VN000000D265,D26,CTCP Quản lý và Xây dựng đường bộ 26
1703,VN000000D2D0,D2D,Công ty CP Phát triển Đô thị Công nghiệp số 2
1704,VN000000DAB6,DAB,Ngân hàng TMCP Đại Á
1705,VN000000DAC4,DAC,Công ty cổ phần 382 Đông Anh
1706,VN000000DAD2,DAD,Công ty cổ phần Đầu tư và Phát triển Giáo dục Đà Nẵng
1707,VN000000DAE0,DAE,Công ty Cổ phần Sách giáo dục tại Tp. Đà Nẵng
1708,VN000000DAG5,DAG,Công ty cổ phần Tập đoàn Nhựa Đông Á
1709,VN000000DAH3,DAH,Công ty cổ phần Tập đoàn Khách sạn Đông Á
1710,VN000000DAN1,DAN,Công ty cổ phần Dược Danapha
1711,VN000000DAP6,DAP,Công ty Cổ phần Đông Á
1712,VN000000DAR2,DAR,Công ty cổ phần Xe lửa Dĩ An
1713,VN000000DAS0,DAS,Công ty Cổ phần Máy - Thiết bị Dầu khí Đà Nẵng
1714,VN000000DAT8,DAT,Công ty cổ phần Đầu tư Du lịch và Phát triển Thủy sản
1715,VN000000DBC2,DBC,Công ty Cổ phần Tập đoàn DABACO Việt Nam
1716,VN000000DBD0,DBD,Công ty cổ phần Dược - Trang thiết bị y tế Bình Định (Bidiphar)
1717,VN000000DBF5,DBF,Công ty cổ phần Lương thực Đông Bắc
1718,VN000000DBH1,DBH,Công ty cổ phần Đường bộ Hải Phòng
1719,VN000000DBM1,DBM,CTCP Dược - Vật tư y tế Đắk Lắk
1720,VN000000DBT6,DBT,CTCP Dược phẩm Bến Tre
1721,VN000000DBV2,DBV,Công ty cổ phần Quản lý và Sửa chữa đường bộ Vĩnh Phúc
1722,VN000000DBW0,DBW,Công ty cổ phần Cấp nước Điện Biên
1723,VN000000DC15,DC1,CTCP Đầu tư Phát triển Xây dựng Số 1
1724,VN000000DC23,DC2,CTCP Đầu tư Phát triển - Xây dựng (DIC) Số 2
1725,VN000000DC49,DC4,Công ty Cổ phần Xây dựng DIC Holdings
1726,VN000000DCC0,DCC,CTCP Xây Dựng Công Nghiệp
1727,VN000000DCD8,DCD,CTCP Du lịch và Thương mại DIC
1728,VN000000DCF3,DCF,Công ty cổ phần Xây dựng và Thiết kế số 1
1729,VN000000DCG1,DCG,Công ty cổ phần Tổng Công ty May Đáp Cầu
1730,VN000000DCH9,DCH,Công ty cổ phần Địa chính Hà Nội
1731,VN000000DCI7,DCI,Công ty cổ phần Công nghiệp Hóa chất Đà Nẵng
1732,VN000000DCL1,DCL,Công ty Cổ phần Dược phẩm Cửu Long
1733,VN000000DCM9,DCM,Công ty cổ phần Phân bón Dầu khí Cà Mau
1734,VN000000DCR8,DCR,Công ty cổ phần Gạch Men Cosevco
1735,VN000000DCS6,DCS,Công ty Cổ phần Tập đoàn Đại Châu
1736,VN000000DCT4,DCT,CTCP Tấm lợp Vật liệu xây dựng Đồng Nai
1737,VN000000DDG9,DDG,Công ty cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương
1738,VN000000DDH7,DDH,Công ty cổ phần Đảm bảo giao thông đường thủy Hải Phòng
1739,VN000000DDM7,DDM,Công ty cổ phần Hàng Hải Đông Đô
1740,VN000000DDN5,DDN,Công ty cổ phần Dược - Thiết bị Y tế Đà Nẵng
1741,VN000000DDV8,DDV,Công ty cổ phần DAP – VINACHEM
1742,VN000000DFC3,DFC,Công ty cổ phần Xích Líp Đông Anh
1743,VN000000DFF6,DFF,Công ty cổ phần Tập đoàn Đua Fat
1744,VN000000DFS9,DFS,Công ty cổ phần Chế biến Xuất nhập khẩu Nông sản Thực phẩm Đồng Nai
1745,VN000000DGC1,DGC,Công ty cổ phần Tập đoàn Hóa chất Đức Giang
1746,VN000000DGL2,DGL,Công ty cổ phần Hóa chất Đức Giang - Lào Cai
1747,VN000000DGT5,DGT,CTCP Công trình giao thông Đồng Nai
1748,VN000000DGW9,DGW,Công ty cổ phần Thế giới số
1749,VN000000DHA3,DHA,CTCP Hóa An
1750,VN000000DHB1,DHB,Công ty cổ phần Phân đạm và Hóa chất Hà Bắc
1751,VN000000DHC9,DHC,Công ty Cổ phần Đông Hải Bến Tre
1752,VN000000DHD7,DHD,CTCP Dược Vật tư Y tế Hải Dương
1753,VN000000DHG0,DHG,Công ty Cổ phần dược Hậu Giang
1754,VN000000DHI6,DHI,CTCP In Diên Hồng
1755,VN000000DHL0,DHL,Công ty cổ phần Cơ khí Vận tải Thương mại Đại Hưng
1756,VN000000DHM8,DHM,Công ty cổ phần Thương mại & Khai thác Khoáng sản Dương Hiếu
1757,VN000000DHN6,DHN,Công ty cổ phần Dược phẩm Hà Nội
1758,VN000000DHP1,DHP,Công ty cổ phần Điện cơ Hải Phòng
1759,VN000000DHQ9,DHQ,Công ty cổ phần Duyên Hải Quảng Ninh
1760,VN000000DHT3,DHT,Công ty Cổ phần Dược phẩm Hà Tây
1761,VN000000DIC7,DIC,Công ty Cổ phần Đầu tư và Thương mại DIC
1762,VN000000DID5,DID,Công ty Cổ phần DIC - Đồng Tiến
1763,VN000000DIG8,DIG,Tổng công ty cổ phần Đầu tư phát triển xây dựng
1764,VN000000DIH6,DIH,Công ty cổ phần Đầu tư Phát triển Xây dựng Hội An
1765,VN000000DKC3,DKC,Công ty cổ phần Chợ Lạng Sơn
1766,VN000000DKH2,DKH,Trung tâm Đăng kiểm phương tiện Giao thông Thủy bộ (Tên doanh nghiệp dự kiến sau khi cổ phần hóa: Công ty cổ phần Đăng kiểm Hậu Giang)
1767,VN000000DKP5,DKP,Công ty cổ phần Dược Khoa
1768,VN000000DKW1,DKW,Công ty cổ phần Cấp nước sinh hoạt Châu Thành
1769,VN000000DL14,DL1,Công ty Cổ phần Tập đoàn Alpha Seven
1770,VN000000DLC1,DLC,CTCP Du lịch Cần Thơ
1771,VN000000DLD9,DLD,CTCP Du Lịch Đắk Lắk
1772,VN000000DLG2,DLG,CTCP Tập đoàn Đức Long Gia Lai
1773,VN000000DLM0,DLM,Công ty cổ phần Chiếu sáng công cộng Đà Nẵng
1774,VN000000DLR9,DLR,CTCP Địa ốc Đà Lạt
1775,VN000000DLT5,DLT,Công ty Cổ phần Du lịch và Thương mại - Vinacomin
1776,VN000000DLV1,DLV,CTCP Du lịch Việt Nam Vitours
1777,VN000000DLX7,DLX,Công ty cổ phần Delex Việt Nam
1778,VN000000DM70,DM7,Công ty cổ phần Dệt May 7
1779,VN000000DMC9,DMC,Công ty CP Xuất nhập khẩu Y tế Domesco
1780,VN000000DMH8,DMH,Công ty Cổ phần Dược Minh Hải
1781,VN000000DMN6,DMN,Công ty cổ phần Domenal
1782,VN000000DNA1,DNA,Công ty cổ phần Điện nước An Giang
1783,VN000000DNB9,DNB,Công ty cổ phần Sách và Thiết bị trường học tỉnh Đắk Nông
1784,VN000000DNC7,DNC,Công ty cổ phần Điện nước lắp máy Hải Phòng
1785,VN000000DND5,DND,Công ty cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai
1786,VN000000DNE3,DNE,Công ty cổ phần Môi trường Đô Thị Đà Nẵng
1787,VN000000DNF0,DNF,Công ty cổ phần Lương thực Đà Nẵng
1788,VN000000DNG8,DNG,Công ty cổ phần Lắp máy điện nước và Xây dựng
1789,VNDNGD141839,DNGD14183,Ủy Ban Nhân Dân thành phố Đà Nẵng
1790,VNDNGH130663,DNGH13066,Ủy Ban Nhân Dân thành phố Đà Nẵng
1791,VN000000DNH6,DNH,Công ty cổ phần Thủy điện Đa Nhim - Hàm Thuận - Đa Mi
1792,VN000000DNL8,DNL,Công ty cổ phần Logistics Cảng Đà Nẵng
1793,VN000000DNM6,DNM,Tổng Công ty Cổ phần Y tế Danameco
1794,VN000000DNN4,DNN,Công ty cổ phần Cấp nước Đà Nẵng
1795,VN000000DNP9,DNP,Công ty cổ phần DNP Holding
1796,VN000000DNR5,DNR,Công ty cổ phần Đường sắt Quảng Nam - Đà Nẵng
1797,VN000000DNS3,DNS,Công ty cổ phần Thép Đà Nẵng
1798,VN000000DNT1,DNT,CTCP Du lịch Đồng Nai (Đã hủy đăng ký)
1799,VN000000DNT1,DNT,Công ty cổ phần Du lịch Đồng Nai
1800,VN000000DNV7,DNV,Công ty Cổ phần Thương mại Dịch vụ VDA Đà Nẵng
1801,VN000000DNW5,DNW,Công ty cổ phần Cấp nước Đồng Nai
1802,VN000000DNY1,DNY,Công ty cổ phần Thép DANA - Ý
1803,VN000000DO37,DO3,Công ty cổ phần Xây dựng và Kinh doanh Địa Ốc III.
1804,VN000000DOC5,DOC,Công ty cổ phần Vật tư nông nghiệp Đồng Nai
1805,VN000000DOP7,DOP,Công ty cổ phần Vận tải Xăng dầu Đồng Tháp
1806,VN000000DP10,DP1,Công ty cổ phần Dược phẩm Trung ương CPC1
1807,VN000000DP28,DP2,Công ty cổ phần Dược phẩm Trung ương 2
1808,VN000000DP36,DP3,Công ty cổ phần Dược phẩm Trung ương 3
1809,VN000000DPC2,DPC,Công ty Cổ phần Nhựa Đà Nẵng
1810,VN000000DPD0,DPD,Công ty cổ phần Cao su Đồng Phú - Đắk Nông
1811,VN000000DPG3,DPG,Công ty cổ phần Tập đoàn Đạt Phương
1812,VN000000DPH1,DPH,Công ty cổ phần Dược phẩm Hải Phòng
1813,VN000000DPM1,DPM,Tổng Công ty Phân bón và Hoá chất Dầu khí - CTCP
1814,VN000000DPP4,DPP,CTCP Dược Đồng Nai
1815,VN000000DPR0,DPR,Công ty Cổ phần Cao su Đồng Phú
1816,VN000000DPS8,DPS,Công ty cổ phần Đầu tư Phát triển Sóc Sơn
1817,VN000000DQC0,DQC,Công ty cổ phần bóng đèn Điện Quang
1818,VN000000DRC8,DRC,Công ty cổ phần cao su Đà Nẵng
